timestamp,base_data_name,model_name,adaptation_method,selection_method,batch_size,seed,lr,n_train_steps,corruption_type,severity,shift_type,latta_anchor_weight,latta_noise_scale,cross_entropy,accuracy_top1
3/20/2026 22:01,cifar10,resnet26,eata,last_iterate,64,2022,0.005,1,jpeg_compression,1,synthetic,NA,NA,0.677132758,79.08
3/20/2026 22:02,cifar10,resnet26,eata,last_iterate,64,2022,0.01,1,gaussian_noise,1,synthetic,NA,NA,0.63480121,79.63
3/20/2026 22:02,cifar10,resnet26,eata,last_iterate,64,2022,0.01,1,frost,1,synthetic,NA,NA,0.469019469,84.45
3/20/2026 22:03,cifar10,resnet26,eata,last_iterate,64,2022,0.01,1,contrast,1,synthetic,NA,NA,0.352345531,88.31
3/20/2026 22:03,cifar10,resnet26,eata,last_iterate,64,2022,0.01,1,motion_blur,1,synthetic,NA,NA,0.411803653,86.79
3/20/2026 22:04,cifar10,resnet26,eata,last_iterate,64,2022,0.01,1,jpeg_compression,1,synthetic,NA,NA,0.670867343,79.45
3/20/2026 22:05,cifar10,resnet26,eata,last_iterate,64,2022,0.05,1,gaussian_noise,1,synthetic,NA,NA,0.612751328,80.38
3/20/2026 22:05,cifar10,resnet26,eata,last_iterate,64,2022,0.05,1,frost,1,synthetic,NA,NA,0.459504225,84.8
3/20/2026 22:06,cifar10,resnet26,eata,last_iterate,64,2022,0.05,1,contrast,1,synthetic,NA,NA,0.338170467,88.85
3/20/2026 22:06,cifar10,resnet26,eata,last_iterate,64,2022,0.05,1,motion_blur,1,synthetic,NA,NA,0.403630112,87.05
3/20/2026 22:07,cifar10,resnet26,eata,last_iterate,64,2022,0.05,1,jpeg_compression,1,synthetic,NA,NA,0.636109866,80.28
3/21/2026 2:42,cifar10,resnet26,sar,last_iterate,64,2022,0.001,1,gaussian_noise,5,synthetic,NA,NA,1.315546482,62.8
3/21/2026 2:44,cifar10,resnet26,sar,last_iterate,64,2022,0.001,1,frost,5,synthetic,NA,NA,0.870063017,73.81
3/21/2026 2:46,cifar10,resnet26,sar,last_iterate,64,2022,0.001,1,contrast,5,synthetic,NA,NA,0.549747241,81.99
3/21/2026 2:47,cifar10,resnet26,sar,last_iterate,64,2022,0.001,1,motion_blur,5,synthetic,NA,NA,0.603771688,80.98
3/21/2026 2:49,cifar10,resnet26,sar,last_iterate,64,2022,0.001,1,jpeg_compression,5,synthetic,NA,NA,1.163287853,67.19
3/21/2026 2:51,cifar10,resnet26,sar,last_iterate,64,2022,0.005,1,gaussian_noise,5,synthetic,NA,NA,1.091495642,69.36
3/21/2026 2:53,cifar10,resnet26,sar,last_iterate,64,2022,0.005,1,frost,5,synthetic,NA,NA,0.772307646,77.25
3/21/2026 2:55,cifar10,resnet26,sar,last_iterate,64,2022,0.005,1,contrast,5,synthetic,NA,NA,0.497473149,84.51
3/21/2026 2:56,cifar10,resnet26,sar,last_iterate,64,2022,0.005,1,motion_blur,5,synthetic,NA,NA,0.559509948,82.92
3/21/2026 2:58,cifar10,resnet26,sar,last_iterate,64,2022,0.005,1,jpeg_compression,5,synthetic,NA,NA,1.007546752,71.72
3/21/2026 3:00,cifar10,resnet26,sar,last_iterate,64,2022,0.01,1,gaussian_noise,5,synthetic,NA,NA,1.088408757,70.86
3/21/2026 3:01,cifar10,resnet26,sar,last_iterate,64,2022,0.01,1,frost,5,synthetic,NA,NA,0.768389993,78.56
3/21/2026 3:03,cifar10,resnet26,sar,last_iterate,64,2022,0.01,1,contrast,5,synthetic,NA,NA,0.47220007,85.45
3/21/2026 3:05,cifar10,resnet26,sar,last_iterate,64,2022,0.01,1,motion_blur,5,synthetic,NA,NA,0.55683288,83.25
3/21/2026 3:06,cifar10,resnet26,sar,last_iterate,64,2022,0.01,1,jpeg_compression,5,synthetic,NA,NA,0.985884012,73.06
3/21/2026 3:09,cifar10,resnet26,sar,last_iterate,64,2022,0.05,1,gaussian_noise,5,synthetic,NA,NA,2.236975111,63.74
3/21/2026 3:11,cifar10,resnet26,sar,last_iterate,64,2022,0.05,1,frost,5,synthetic,NA,NA,1.408458934,72.97
3/21/2026 3:16,cifar10,resnet26,sar,last_iterate,64,2022,0.05,1,contrast,5,synthetic,NA,NA,0.601501941,84.77
3/21/2026 3:20,cifar10,resnet26,sar,last_iterate,64,2022,0.05,1,motion_blur,5,synthetic,NA,NA,0.739785909,81.53
3/21/2026 3:25,cifar10,resnet26,sar,last_iterate,64,2022,0.05,1,jpeg_compression,5,synthetic,NA,NA,2.176281539,64.57
3/21/2026 1:13,cifar10,resnet26,tent,last_iterate,64,2022,0.001,1,gaussian_noise,3,synthetic,NA,NA,1.062795651,68.97
3/21/2026 1:15,cifar10,resnet26,tent,last_iterate,64,2022,0.001,1,frost,3,synthetic,NA,NA,0.700488802,78.12
3/21/2026 1:17,cifar10,resnet26,tent,last_iterate,64,2022,0.001,1,contrast,3,synthetic,NA,NA,0.396785816,86.83
3/21/2026 1:19,cifar10,resnet26,tent,last_iterate,64,2022,0.001,1,motion_blur,3,synthetic,NA,NA,0.531644848,82.76
3/21/2026 1:21,cifar10,resnet26,tent,last_iterate,64,2022,0.001,1,jpeg_compression,3,synthetic,NA,NA,0.906854353,72.88
3/21/2026 1:23,cifar10,resnet26,tent,last_iterate,64,2022,0.005,1,gaussian_noise,3,synthetic,NA,NA,0.877392184,74.57
3/21/2026 1:25,cifar10,resnet26,tent,last_iterate,64,2022,0.005,1,frost,3,synthetic,NA,NA,0.623787998,80.54
3/21/2026 1:26,cifar10,resnet26,tent,last_iterate,64,2022,0.005,1,contrast,3,synthetic,NA,NA,0.350571705,88.33
3/21/2026 1:27,cifar10,resnet26,tent,last_iterate,64,2022,0.005,1,motion_blur,3,synthetic,NA,NA,0.48800789,84.55
3/21/2026 1:28,cifar10,resnet26,tent,last_iterate,64,2022,0.005,1,jpeg_compression,3,synthetic,NA,NA,0.808373213,76.28
3/21/2026 1:30,cifar10,resnet26,tent,last_iterate,64,2022,0.01,1,gaussian_noise,3,synthetic,NA,NA,0.84726259,76.11
3/21/2026 1:31,cifar10,resnet26,tent,last_iterate,64,2022,0.01,1,frost,3,synthetic,NA,NA,0.613319455,81.7
3/21/2026 1:33,cifar10,resnet26,tent,last_iterate,64,2022,0.01,1,contrast,3,synthetic,NA,NA,0.339035701,89.11
3/21/2026 1:35,cifar10,resnet26,tent,last_iterate,64,2022,0.01,1,motion_blur,3,synthetic,NA,NA,0.482057237,85.4
3/21/2026 1:36,cifar10,resnet26,tent,last_iterate,64,2022,0.01,1,jpeg_compression,3,synthetic,NA,NA,0.793084581,77.62
3/21/2026 1:38,cifar10,resnet26,tent,last_iterate,64,2022,0.05,1,gaussian_noise,3,synthetic,NA,NA,1.608948587,69.39
3/21/2026 1:39,cifar10,resnet26,tent,last_iterate,64,2022,0.05,1,frost,3,synthetic,NA,NA,0.939700013,78.77
3/21/2026 1:41,cifar10,resnet26,tent,last_iterate,64,2022,0.05,1,contrast,3,synthetic,NA,NA,0.437886966,88.29
3/21/2026 1:43,cifar10,resnet26,tent,last_iterate,64,2022,0.05,1,motion_blur,3,synthetic,NA,NA,0.742877645,81.96
3/21/2026 1:44,cifar10,resnet26,tent,last_iterate,64,2022,0.05,1,jpeg_compression,3,synthetic,NA,NA,1.84990006,68.34
3/21/2026 1:45,cifar10,resnet26,eata,last_iterate,64,2022,0.001,1,gaussian_noise,3,synthetic,NA,NA,1.17362818,65.71
3/21/2026 1:46,cifar10,resnet26,eata,last_iterate,64,2022,0.001,1,frost,3,synthetic,NA,NA,0.745688667,76.61
3/21/2026 1:46,cifar10,resnet26,eata,last_iterate,64,2022,0.001,1,contrast,3,synthetic,NA,NA,0.417877758,86.11
3/21/2026 1:47,cifar10,resnet26,eata,last_iterate,64,2022,0.001,1,motion_blur,3,synthetic,NA,NA,0.552931536,82.27
3/21/2026 1:48,cifar10,resnet26,eata,last_iterate,64,2022,0.001,1,jpeg_compression,3,synthetic,NA,NA,0.969077086,71.15
3/21/2026 1:48,cifar10,resnet26,eata,last_iterate,64,2022,0.005,1,gaussian_noise,3,synthetic,NA,NA,1.157155198,66.24
3/21/2026 1:49,cifar10,resnet26,eata,last_iterate,64,2022,0.005,1,frost,3,synthetic,NA,NA,0.738111041,76.86
3/21/2026 1:50,cifar10,resnet26,eata,last_iterate,64,2022,0.005,1,contrast,3,synthetic,NA,NA,0.416781491,86.16
3/21/2026 1:50,cifar10,resnet26,eata,last_iterate,64,2022,0.005,1,motion_blur,3,synthetic,NA,NA,0.550692198,82.35
3/21/2026 1:51,cifar10,resnet26,eata,last_iterate,64,2022,0.005,1,jpeg_compression,3,synthetic,NA,NA,0.958410897,71.39
3/21/2026 1:52,cifar10,resnet26,eata,last_iterate,64,2022,0.01,1,gaussian_noise,3,synthetic,NA,NA,1.138229237,66.77
3/21/2026 1:53,cifar10,resnet26,eata,last_iterate,64,2022,0.01,1,frost,3,synthetic,NA,NA,0.729223919,76.99
3/21/2026 1:53,cifar10,resnet26,eata,last_iterate,64,2022,0.01,1,contrast,3,synthetic,NA,NA,0.415549418,86.25
3/21/2026 1:54,cifar10,resnet26,eata,last_iterate,64,2022,0.01,1,motion_blur,3,synthetic,NA,NA,0.548515828,82.28
3/21/2026 1:55,cifar10,resnet26,eata,last_iterate,64,2022,0.01,1,jpeg_compression,3,synthetic,NA,NA,0.946056593,71.69
3/21/2026 1:55,cifar10,resnet26,eata,last_iterate,64,2022,0.05,1,gaussian_noise,3,synthetic,NA,NA,1.049978595,69.42
3/21/2026 1:56,cifar10,resnet26,eata,last_iterate,64,2022,0.05,1,frost,3,synthetic,NA,NA,0.682512671,78.96
3/21/2026 1:57,cifar10,resnet26,eata,last_iterate,64,2022,0.05,1,contrast,3,synthetic,NA,NA,0.411283189,86.55
3/21/2026 1:57,cifar10,resnet26,eata,last_iterate,64,2022,0.05,1,motion_blur,3,synthetic,NA,NA,0.555833062,82.09
3/21/2026 1:58,cifar10,resnet26,eata,last_iterate,64,2022,0.05,1,jpeg_compression,3,synthetic,NA,NA,0.878032936,73.57
3/21/2026 2:00,cifar10,resnet26,sar,last_iterate,64,2022,0.001,1,gaussian_noise,3,synthetic,NA,NA,1.061960698,68.98
3/21/2026 2:01,cifar10,resnet26,sar,last_iterate,64,2022,0.001,1,frost,3,synthetic,NA,NA,0.70054329,78.12
3/21/2026 2:03,cifar10,resnet26,sar,last_iterate,64,2022,0.001,1,contrast,3,synthetic,NA,NA,0.397968564,86.75
3/21/2026 2:05,cifar10,resnet26,sar,last_iterate,64,2022,0.001,1,motion_blur,3,synthetic,NA,NA,0.531147423,82.76
3/21/2026 2:06,cifar10,resnet26,sar,last_iterate,64,2022,0.001,1,jpeg_compression,3,synthetic,NA,NA,0.905772292,72.95
3/21/2026 2:08,cifar10,resnet26,sar,last_iterate,64,2022,0.005,1,gaussian_noise,3,synthetic,NA,NA,0.872109815,74.69
3/21/2026 2:10,cifar10,resnet26,sar,last_iterate,64,2022,0.005,1,frost,3,synthetic,NA,NA,0.619873516,80.63
3/21/2026 2:11,cifar10,resnet26,sar,last_iterate,64,2022,0.005,1,contrast,3,synthetic,NA,NA,0.355025833,88.18
3/21/2026 2:13,cifar10,resnet26,sar,last_iterate,64,2022,0.005,1,motion_blur,3,synthetic,NA,NA,0.487104484,84.62
3/21/2026 2:15,cifar10,resnet26,sar,last_iterate,64,2022,0.005,1,jpeg_compression,3,synthetic,NA,NA,0.802330807,76.41
3/21/2026 2:16,cifar10,resnet26,sar,last_iterate,64,2022,0.01,1,gaussian_noise,3,synthetic,NA,NA,0.843623389,76.14
3/21/2026 2:18,cifar10,resnet26,sar,last_iterate,64,2022,0.01,1,frost,3,synthetic,NA,NA,0.610340385,81.71
3/21/2026 2:20,cifar10,resnet26,sar,last_iterate,64,2022,0.01,1,contrast,3,synthetic,NA,NA,0.342050061,89.03
3/21/2026 2:22,cifar10,resnet26,sar,last_iterate,64,2022,0.01,1,motion_blur,3,synthetic,NA,NA,0.478754895,85.36
3/21/2026 2:23,cifar10,resnet26,sar,last_iterate,64,2022,0.01,1,jpeg_compression,3,synthetic,NA,NA,0.785134267,77.5
3/21/2026 2:25,cifar10,resnet26,sar,last_iterate,64,2022,0.05,1,gaussian_noise,3,synthetic,NA,NA,1.50371326,70.48
3/21/2026 2:27,cifar10,resnet26,sar,last_iterate,64,2022,0.05,1,frost,3,synthetic,NA,NA,0.967037288,78.84
3/21/2026 2:28,cifar10,resnet26,sar,last_iterate,64,2022,0.05,1,contrast,3,synthetic,NA,NA,0.409058465,88.72
3/21/2026 2:30,cifar10,resnet26,sar,last_iterate,64,2022,0.05,1,motion_blur,3,synthetic,NA,NA,0.649373471,83.15
3/21/2026 2:32,cifar10,resnet26,sar,last_iterate,64,2022,0.05,1,jpeg_compression,3,synthetic,NA,NA,1.609572459,70.51
3/21/2026 13:54,cifar10,resnet26,sar,last_iterate,64,2022,0.001,1,gaussian_noise,1,synthetic,NA,NA,0.588217351,81.16
3/21/2026 14:00,cifar10,resnet26,sar,last_iterate,64,2022,0.001,1,frost,1,synthetic,NA,NA,0.443178881,85.17
3/21/2026 14:02,cifar10,resnet26,sar,last_iterate,64,2022,0.001,1,contrast,1,synthetic,NA,NA,0.337726816,88.75
3/21/2026 14:03,cifar10,resnet26,sar,last_iterate,64,2022,0.001,1,motion_blur,1,synthetic,NA,NA,0.39768396,87.33
3/21/2026 14:05,cifar10,resnet26,sar,last_iterate,64,2022,0.001,1,jpeg_compression,1,synthetic,NA,NA,0.642829726,80.25
3/21/2026 14:07,cifar10,resnet26,sar,last_iterate,64,2022,0.005,1,gaussian_noise,1,synthetic,NA,NA,0.503612387,84.23
3/21/2026 14:08,cifar10,resnet26,sar,last_iterate,64,2022,0.005,1,frost,1,synthetic,NA,NA,0.388239895,87.01
3/21/2026 14:10,cifar10,resnet26,sar,last_iterate,64,2022,0.005,1,contrast,1,synthetic,NA,NA,0.30120967,89.92
3/21/2026 14:11,cifar10,resnet26,sar,last_iterate,64,2022,0.005,1,motion_blur,1,synthetic,NA,NA,0.361665273,88.35
3/21/2026 14:13,cifar10,resnet26,sar,last_iterate,64,2022,0.005,1,jpeg_compression,1,synthetic,NA,NA,0.570291465,82.47
3/21/2026 14:14,cifar10,resnet26,sar,last_iterate,64,2022,0.01,1,gaussian_noise,1,synthetic,NA,NA,0.475629566,85.17
3/21/2026 14:16,cifar10,resnet26,sar,last_iterate,64,2022,0.01,1,frost,1,synthetic,NA,NA,0.372222319,87.94
3/21/2026 14:17,cifar10,resnet26,sar,last_iterate,64,2022,0.01,1,contrast,1,synthetic,NA,NA,0.296420414,90.46
3/21/2026 14:19,cifar10,resnet26,sar,last_iterate,64,2022,0.01,1,motion_blur,1,synthetic,NA,NA,0.355845407,88.61
3/21/2026 14:20,cifar10,resnet26,sar,last_iterate,64,2022,0.01,1,jpeg_compression,1,synthetic,NA,NA,0.549750003,83.4
3/21/2026 14:22,cifar10,resnet26,sar,last_iterate,64,2022,0.05,1,gaussian_noise,1,synthetic,NA,NA,0.609811932,84.1
3/21/2026 14:23,cifar10,resnet26,sar,last_iterate,64,2022,0.05,1,frost,1,synthetic,NA,NA,0.473649838,86.84
3/21/2026 14:24,cifar10,resnet26,sar,last_iterate,64,2022,0.05,1,contrast,1,synthetic,NA,NA,0.362827849,89.57
3/21/2026 14:26,cifar10,resnet26,sar,last_iterate,64,2022,0.05,1,motion_blur,1,synthetic,NA,NA,0.442571622,87.64
3/21/2026 14:28,cifar10,resnet26,sar,last_iterate,64,2022,0.05,1,jpeg_compression,1,synthetic,NA,NA,0.706491411,82.43
3/21/2026 19:53,cifar10,resnet26,tent,last_iterate,64,2022,0.001,1,gaussian_noise,4,synthetic,NA,NA,1.188643061,65.61
3/21/2026 19:54,cifar10,resnet26,tent,last_iterate,64,2022,0.001,1,frost,4,synthetic,NA,NA,0.727410264,78
3/21/2026 19:56,cifar10,resnet26,tent,last_iterate,64,2022,0.001,1,contrast,4,synthetic,NA,NA,0.437334939,85.43
3/21/2026 19:58,cifar10,resnet26,tent,last_iterate,64,2022,0.001,1,motion_blur,4,synthetic,NA,NA,0.538578558,82.57
3/21/2026 19:59,cifar10,resnet26,tent,last_iterate,64,2022,0.001,1,jpeg_compression,4,synthetic,NA,NA,1.006400243,70.41
3/21/2026 20:00,cifar10,resnet26,tent,last_iterate,64,2022,0.005,1,gaussian_noise,4,synthetic,NA,NA,0.976248087,71.96
